source	clade_size	clade_members
flagella_only	9	9FT-COMBO-42-15,Deferrimicrobia,GWA2-38-11,GWC2-55-46,Nitrospiria,RBG-13-43-22,RBG-16-64-22,Thermodesulfovibrionia,UBA8473
flagella_only	9	B62-G9,Brachyspirae,Brevinematia,GWE2-31-10,JAAYUW01,JAHITG01,Leptospirae,Spirochaetia,UBA4802
flagella_only	9	CG2-30-53-67,Desulfofervidia,JADFXK01,Nitrospinia,S145-22,Syntrophia,UBA7883,UBA9942,WTBG01
flagella_only	9	Aquicultoria,DTU015,DUSP01,JABLXB01,JAJYWN01,SHA-98,SLMV01,Symbiobacteriia,Thermaerobacteria
flagella_only	9	Bacteriovoracia,Bdellovibrionia,FAC87,Leptospirillia,Oligoflexia,SZUA-79,UBA1018,UBA2394,UBA2428
flagella_only	9	Aerophobia,Auribacteria,Brocadiia,DTPJ01,Hydrogenedentia,JAFGBW01,Koll11,SURF-5,WGA-4E
gtdb_only	10	B15-G4,Brocadiia,GCA-002687715,J058,MHYJ01,Phycisphaerae,Planctomycetia,UBA1135,UBA8108,UBA8742
gtdb_only	10	Aquificae,Calescibacteriia,Campylobacteria,Chrysiogenetes,Deferribacteres,Desulfurellia,Desulfurobacteriia,SZUA-79,Syntrophorhabdia,Thermosulfidibacteria
gtdb_only	10	Armatimonadia,CAIYQO01,Chthonomonadetes,Fimbriimonadia,HRBIN16,HRBIN17,JAAZEB01,UBA10988,UBA5377,UBA5829
gtdb_only	10	Ch66,DSM-12270,Dehalobacteriia,Desulfitobacteriia,Desulfotomaculia,GCA-003054495,Moorellia,Peptococcia,Thermincolia,Z-2901
flagella_only	10	Aquicultoria,DTU015,DUSP01,Geothermincolia,JABLXB01,JAJYWN01,SHA-98,SLMV01,Symbiobacteriia,Thermaerobacteria
flagella_only	10	Aquificae,Calescibacteriia,Campylobacteria,Chrysiogenetes,Deferribacteres,Deferrisomatia,Desulfurellia,Desulfurobacteriia,JAJRXV01,Thermosulfidibacteria
flagella_only	10	4484-107,Calditrichia,JdFR-76,Marinisomatia,QNDG01,SM23-31,SORT01,UBA2214,UBA2242,UBA8477
flagella_only	10	9FT-COMBO-42-15,Deferrimicrobia,GWA2-38-11,GWC2-55-46,Nitrospiria,RBG-13-43-22,RBG-16-64-22,Syntrophorhabdia,Thermodesulfovibrionia,UBA8473
gtdb_only	11	DTU015,DUSP01,JABLXB01,JAJYWN01,JAJZYS01,RBS10-35,SLMV01,Sulfobacillia,Symbiobacteriia,Thermaerobacteria,UBA3575
gtdb_only	11	9FT-COMBO-42-15,CG2-30-53-67,GWA2-38-11,Methylomirabilia,Nitrospinia,Nitrospiria,RBG-16-64-22,Thermodesulfovibrionia,UBA7883,UBA8248,UBA9942
gtdb_only	11	Ch66,DSM-12270,Dehalobacteriia,Desulfitobacteriia,Desulfotomaculia,GCA-003054495,Moorellia,Peptococcia,Syntrophomonadia,Thermincolia,Z-2901
flagella_only	11	B64-G9,Bradymonadia,Myxococcia,Polyangia,UBA4151,UBA727,UBA796,UBA9042,UBA9160,WYAZ01,XYA12-FULL-58-9
flagella_only	11	B62-G9,Brachyspirae,Brevinematia,GWE2-31-10,JAAYUW01,JAHITG01,Leptospirae,Spirochaetia,UBA12135,UBA4802,UBA8481
gtdb_only	12	B64-G9,Binatia,Bradymonadia,Myxococcia,Polyangia,UBA4151,UBA727,UBA796,UBA9042,UBA9160,WYAZ01,XYA12-FULL-58-9
gtdb_only	12	Ch66,DSM-12270,Dehalobacteriia,Desulfitobacteriia,Desulfotomaculia,GCA-003054495,Moorellia,Negativicutes,Peptococcia,Syntrophomonadia,Thermincolia,Z-2901
gtdb_only	12	Bacteroidia,Calditrichia,Ignavibacteria,JdFR-76,Kapabacteria,Kryptonia,QNDG01,Rhodothermia,SM23-31,T3Sed10-11,UBA10030,UBA2214
gtdb_only	12	B15-G4,Brocadiia,GCA-002687715,J058,MHYJ01,Phycisphaerae,Planctomycetia,SZUA-567,UBA11346,UBA1135,UBA8108,UBA8742
flagella_only	12	B64-G9,Bradymonadia,Myxococcia,Polyangia,UBA10199,UBA4151,UBA727,UBA796,UBA9042,UBA9160,WYAZ01,XYA12-FULL-58-9
flagella_only	12	Ch66,DSM-12270,DTU030,GCA-003054495,Halanaerobiia,Natranaerobiia,Peptococcia,Proteinivoracia,Syntrophomonadia,Thermincolia,Thermoanaerobacteria,Thermosediminibacteria
gtdb_only	13	B64-G9,Binatia,Bradymonadia,FEN-1099,Myxococcia,Polyangia,UBA4151,UBA727,UBA796,UBA9042,UBA9160,WYAZ01,XYA12-FULL-58-9
gtdb_only	13	DSM-4660,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfofervidia,Desulfovibrionia,Dissulfuribacteria,JADFXK01,QYQD01,RBG-13-43-22,Syntrophobacteria,Thermodesulfobacteria
gtdb_only	15	Ch66,Clostridia,DSM-12270,Dehalobacteriia,Desulfitobacteriia,Desulfotomaculia,GCA-003054495,Moorellia,Negativicutes,Peptococcia,Syntrophomonadia,Thermincolia,Thermoanaerobacteria,Thermosediminibacteria,Z-2901
gtdb_only	15	DSM-4660,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfofervidia,Desulfomonilia,Desulfovibrionia,Dissulfuribacteria,JADFXK01,QYQD01,RBG-13-43-22,Syntrophia,Syntrophobacteria,Thermodesulfobacteria
gtdb_only	15	Alphaproteobacteria,Aquificae,Calescibacteriia,Campylobacteria,Chrysiogenetes,Deferribacteres,Desulfurellia,Desulfurobacteriia,Gammaproteobacteria,Leptospirillia,Magnetococcia,SZUA-79,Syntrophorhabdia,Thermosulfidibacteria,Zetaproteobacteria
flagella_only	15	4484-107,Calditrichia,Ignavibacteria,JdFR-76,Kapabacteria,Kryptonia,Marinisomatia,QNDG01,SM23-31,SORT01,T3Sed10-11,UBA10030,UBA2214,UBA2242,UBA8477
gtdb_only	16	B15-G4,Brocadiia,Chlamydiia,GCA-002687715,J058,Kiritimatiellia,Lentisphaeria,MHYJ01,Phycisphaerae,Planctomycetia,SZUA-567,UBA11346,UBA1135,UBA8108,UBA8742,Verrucomicrobiae
